,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
235,11859805,JC471592,10/13/2019 08:30:00 PM,024XX W CHICAGO AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,1221,12.0,26.0,24.0,06,1160005.0,1905256.0,2019,10/20/2019 04:03:03 PM,41.895732399,-87.687784384,"(41.895732399, -87.687784384)",24.0,21560.0,25.0,542.0,49.0,4.0,15.0,63.0
236,10225021,HY411738,09/05/2015 02:30:00 PM,079XX S MARQUETTE AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,422,4.0,7.0,46.0,08B,1195555.0,1852943.0,2015,02/10/2018 03:50:01 PM,41.751375148,-87.55895132,"(41.751375148, -87.55895132)",43.0,21202.0,42.0,244.0,37.0,25.0,19.0,234.0
237,10225024,HY412063,09/05/2015 09:05:00 PM,002XX S LARAMIE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,True,False,1522,15.0,29.0,25.0,18,1141752.0,1898730.0,2015,02/10/2018 03:50:01 PM,41.878181557,-87.754985793,"(41.878181557, -87.754985793)",52.0,22216.0,26.0,68.0,7.0,32.0,25.0,97.0
238,10225025,HY411856,09/05/2015 05:25:00 PM,025XX W DIVISION ST,0560,ASSAULT,SIMPLE,STREET,False,False,1423,14.0,26.0,24.0,08A,1159437.0,1907897.0,2015,02/10/2018 03:50:01 PM,41.902991231,-87.689797763,"(41.902991231, -87.689797763)",10.0,21560.0,25.0,302.0,49.0,4.0,7.0,62.0
239,10225028,HY412031,09/04/2015 10:00:00 PM,060XX N TROY ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,False,False,2413,24.0,50.0,2.0,14,1154253.0,1940453.0,2015,02/10/2018 03:50:01 PM,41.992432304,-87.707967144,"(41.992432304, -87.707967144)",42.0,4450.0,20.0,30.0,27.0,50.0,11.0,52.0
240,10225029,HY412034,09/05/2015 08:30:00 PM,026XX S PULASKI RD,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,1031,10.0,22.0,30.0,06,1150134.0,1886257.0,2015,02/10/2018 03:50:01 PM,41.843795034,-87.724533469,"(41.843795034, -87.724533469)",14.0,21569.0,32.0,227.0,28.0,57.0,21.0,167.0
241,10225030,HY412013,09/01/2015 03:00:00 PM,028XX N BELL AVE,0460,BATTERY,SIMPLE,RESIDENCE,False,False,1432,14.0,1.0,21.0,08B,1160794.0,1918725.0,2015,02/10/2018 03:50:01 PM,41.932675995,-87.684512332,"(41.932675995, -87.684512332)",24.0,22535.0,23.0,240.0,40.0,39.0,7.0,180.0
242,10225031,HY412023,09/05/2015 06:00:00 PM,027XX N ELSTON AVE,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,1432,14.0,1.0,22.0,06,1160187.0,1918274.0,2015,02/10/2018 03:50:01 PM,41.931451005,-87.686755494,"(41.931451005, -87.686755494)",24.0,22535.0,23.0,240.0,40.0,1.0,7.0,180.0
243,10225032,HY411764,09/03/2015 10:00:00 AM,085XX S KINGSTON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,423,4.0,7.0,46.0,05,1194647.0,1848889.0,2015,02/10/2018 03:50:01 PM,41.74027302,-87.562411727,"(41.74027302, -87.562411727)",43.0,21202.0,42.0,478.0,37.0,25.0,19.0,238.0
244,10225034,HY411831,08/18/2015 12:00:00 PM,075XX S MERRILL AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,False,False,414,4.0,8.0,43.0,11,1191843.0,1855420.0,2015,02/10/2018 03:50:01 PM,41.758263117,-87.572473466,"(41.758263117, -87.572473466)",9.0,22538.0,39.0,420.0,35.0,24.0,19.0,222.0
245,10225035,HY412056,09/05/2015 08:42:00 PM,089XX S YATES BLVD,0460,BATTERY,SIMPLE,SIDEWALK,False,False,413,4.0,7.0,48.0,08B,1193719.0,1846262.0,2015,09/17/2015 11:37:18 AM,41.733087064,-87.565897571,"(41.733087064, -87.565897571)",43.0,21202.0,44.0,493.0,37.0,25.0,19.0,238.0
246,10225037,HY412092,09/05/2015 09:45:00 PM,078XX S SAGINAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,421,4.0,7.0,43.0,08B,1195281.0,1853502.0,2015,02/10/2018 03:50:01 PM,41.75291585,-87.559936962,"(41.75291585, -87.559936962)",43.0,22538.0,39.0,246.0,37.0,24.0,19.0,225.0
247,10225038,HY412035,09/05/2015 08:30:00 PM,062XX S DR MARTIN LUTHER KING JR DR,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,True,False,311,3.0,20.0,40.0,26,1179989.0,1863814.0,2015,02/10/2018 03:50:01 PM,41.781576603,-87.615660095,"(41.781576603, -87.615660095)",53.0,22260.0,7.0,404.0,4.0,60.0,18.0,251.0
248,10225039,HY412054,09/05/2015 09:15:00 PM,046XX N BROADWAY,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1914,19.0,46.0,3.0,18,1167947.0,1930934.0,2015,02/10/2018 03:50:01 PM,41.96602645,-87.657872309,"(41.96602645, -87.657872309)",37.0,22616.0,31.0,241.0,39.0,15.0,5.0,4.0
249,10225040,HY411775,09/05/2015 02:00:00 PM,087XX S KINGSTON AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,423,4.0,7.0,46.0,06,1194658.0,1847530.0,2015,02/10/2018 03:50:01 PM,41.736543539,-87.562416028,"(41.736543539, -87.562416028)",43.0,21202.0,42.0,508.0,37.0,25.0,19.0,238.0
250,10225043,HY412060,09/05/2015 08:55:00 PM,044XX S DREXEL BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,True,221,2.0,4.0,39.0,08B,1182937.0,1875833.0,2015,02/10/2018 03:50:01 PM,41.814489708,-87.604478527,"(41.814489708, -87.604478527)",1.0,4301.0,5.0,398.0,10.0,36.0,24.0,114.0
251,10225044,HY412086,09/05/2015 09:25:00 PM,085XX S STATE ST,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,True,False,632,6.0,6.0,44.0,18,1177785.0,1848291.0,2015,02/10/2018 03:50:01 PM,41.739029939,-87.624209555,"(41.739029939, -87.624209555)",18.0,21546.0,40.0,1.0,13.0,59.0,20.0,241.0
252,10225045,HY412094,09/05/2015 08:05:00 PM,005XX S STATE ST,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,123,1.0,2.0,32.0,06,1176446.0,1897964.0,2015,09/17/2015 11:37:18 AM,41.875367424,-87.627620993,"(41.875367424, -87.627620993)",48.0,14913.0,38.0,92.0,10.0,35.0,22.0,144.0
253,10225046,HY412081,09/05/2015 08:15:00 PM,017XX W WINNEMAC AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,2032,20.0,47.0,3.0,14,1164041.0,1933591.0,2015,02/10/2018 03:50:01 PM,41.973400963,-87.672158497,"(41.973400963, -87.672158497)",13.0,22616.0,31.0,610.0,18.0,15.0,2.0,59.0
254,10225047,HY410810,09/03/2015 10:30:00 PM,064XX N HAMILTON AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,2412,24.0,50.0,2.0,06,1160804.0,1942689.0,2015,02/10/2018 03:50:01 PM,41.998434162,-87.683807982,"(41.998434162, -87.683807982)",42.0,22528.0,20.0,320.0,27.0,12.0,11.0,46.0
255,10225048,HY412102,09/05/2015 09:10:00 PM,016XX W ALBION AVE,0560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),False,False,2432,24.0,40.0,1.0,08A,1164273.0,1943913.0,2015,02/10/2018 03:50:01 PM,42.001719931,-87.671011848,"(42.001719931, -87.671011848)",46.0,21853.0,10.0,242.0,5.0,9.0,11.0,41.0
256,10225049,HY412085,09/05/2015 09:29:00 PM,012XX N KEELER AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,2534,25.0,37.0,23.0,18,1148149.0,1908092.0,2015,02/10/2018 03:50:01 PM,41.903751214,-87.731256024,"(41.903751214, -87.731256024)",4.0,4299.0,24.0,286.0,45.0,5.0,6.0,194.0
257,10225050,HY412050,09/05/2015 09:00:00 PM,017XX W CONGRESS PKWY,1330,CRIMINAL TRESPASS,TO LAND,HOSPITAL BUILDING/GROUNDS,True,False,1231,12.0,2.0,28.0,26,1164848.0,1897786.0,2015,09/17/2015 11:37:18 AM,41.875132759,-87.670209164,"(41.875132759, -87.670209164)",48.0,21184.0,29.0,90.0,46.0,28.0,15.0,136.0
258,10225051,HY412047,09/05/2015 06:10:00 PM,040XX E 106TH ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,RESTAURANT,True,False,432,4.0,10.0,52.0,24,1204896.0,1835285.0,2015,09/17/2015 11:37:18 AM,41.702684634,-87.525329402,"(41.702684634, -87.525329402)",47.0,21202.0,49.0,705.0,47.0,25.0,19.0,247.0
259,10225054,HY412106,09/05/2015 09:48:00 PM,088XX S BURLEY AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,False,False,424,4.0,7.0,46.0,26,1199206.0,1846926.0,2015,02/10/2018 03:50:01 PM,41.734773117,-87.545774287,"(41.734773117, -87.545774287)",,21202.0,42.0,509.0,47.0,25.0,19.0,239.0
260,10225055,HY412073,09/05/2015 09:00:00 PM,025XX S TRUMBULL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),True,False,1024,10.0,22.0,30.0,18,1153771.0,1886992.0,2015,02/10/2018 03:50:01 PM,41.84574044,-87.711166767,"(41.84574044, -87.711166767)",14.0,21569.0,32.0,755.0,28.0,57.0,21.0,130.0
261,10225056,HY412046,09/05/2015 08:20:00 PM,011XX N WESTERN AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,True,False,1212,12.0,26.0,24.0,08B,1160196.0,1907730.0,2015,02/10/2018 03:50:01 PM,41.902517312,-87.687014429,"(41.902517312, -87.687014429)",10.0,21560.0,25.0,541.0,41.0,4.0,15.0,63.0
262,10225058,HY412093,09/05/2015 08:00:00 PM,038XX S KEDZIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,False,True,911,9.0,12.0,58.0,08B,1155661.0,1879148.0,2015,02/10/2018 03:50:01 PM,41.824177767,-87.704441353,"(41.824177767, -87.704441353)",29.0,22248.0,55.0,639.0,1.0,56.0,23.0,96.0
263,10225059,HY412101,09/05/2015 10:10:00 PM,040XX W POTOMAC AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,False,False,2534,25.0,27.0,23.0,04B,1149116.0,1908355.0,2015,02/10/2018 03:50:01 PM,41.904454233,-87.727697153,"(41.904454233, -87.727697153)",41.0,4299.0,24.0,286.0,45.0,5.0,6.0,194.0
264,10225060,HY412114,09/05/2015 01:00:00 PM,002XX N ADA ST,0810,THEFT,OVER $500,STREET,False,False,1215,12.0,27.0,28.0,06,1167382.0,1901884.0,2015,02/10/2018 03:50:01 PM,41.886323884,-87.660787465,"(41.886323884, -87.660787465)",41.0,14917.0,29.0,63.0,46.0,44.0,15.0,78.0
265,10225061,HY412077,09/05/2015 09:22:00 PM,0000X W 79TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA STATION,True,False,623,6.0,6.0,44.0,18,1177483.0,1852629.0,2015,02/10/2018 03:50:01 PM,41.750940757,-87.625185222,"(41.750940757, -87.625185222)",31.0,21554.0,67.0,495.0,32.0,59.0,20.0,228.0
266,10225063,HY412135,09/05/2015 10:38:00 PM,034XX N HALSTED ST,4625,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,True,False,1924,19.0,44.0,6.0,26,1170321.0,1922869.0,2015,02/10/2018 03:50:01 PM,41.943844128,-87.649380278,"(41.943844128, -87.649380278)",38.0,4449.0,57.0,730.0,25.0,22.0,5.0,18.0
267,10225066,HY411890,09/05/2015 04:45:00 PM,009XX E 80TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,631,6.0,8.0,44.0,05,1184053.0,1852159.0,2015,02/10/2018 03:50:01 PM,41.749500119,-87.601124421,"(41.749500119, -87.601124421)",9.0,21546.0,40.0,247.0,35.0,61.0,20.0,235.0
268,10225067,HY412095,09/05/2015 09:15:00 PM,002XX W 32ND ST,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,True,False,915,9.0,11.0,34.0,07,1175057.0,1883732.0,2015,09/17/2015 11:37:18 AM,41.836345017,-87.633146918,"(41.836345017, -87.633146918)",26.0,21194.0,35.0,376.0,48.0,40.0,23.0,170.0
269,10225068,HY412133,09/05/2015 09:50:00 PM,039XX W LEXINGTON ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,True,False,1132,11.0,24.0,26.0,24,1150198.0,1896407.0,2015,02/10/2018 03:50:01 PM,41.871646618,-87.724034269,"(41.871646618, -87.724034269)",36.0,21572.0,27.0,702.0,14.0,30.0,16.0,142.0
270,10225069,HY412030,09/05/2015 05:10:00 PM,006XX E 43RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,214,2.0,4.0,38.0,14,1181097.0,1876637.0,2015,09/17/2015 11:37:18 AM,41.816738574,-87.611203,"(41.816738574, -87.611203)",1.0,4301.0,4.0,583.0,10.0,36.0,24.0,104.0
271,10225071,HY412153,09/05/2015 10:40:00 PM,040XX W ADDISON ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1732,17.0,30.0,16.0,08B,1148964.0,1923628.0,2015,02/10/2018 03:50:01 PM,41.946367674,-87.727859352,"(41.946367674, -87.727859352)",27.0,22618.0,16.0,329.0,50.0,21.0,1.0,20.0
272,10225072,HY412083,09/05/2015 06:30:00 PM,046XX N HARDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1723,17.0,39.0,14.0,08B,1149222.0,1930586.0,2015,02/10/2018 03:50:01 PM,41.965455945,-87.726729983,"(41.965455945, -87.726729983)",28.0,21849.0,14.0,117.0,12.0,20.0,1.0,9.0
273,10225073,HY412078,09/05/2015 08:03:00 PM,061XX S WESTERN AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,VEHICLE NON-COMMERCIAL,True,False,825,8.0,15.0,66.0,26,1161426.0,1863811.0,2015,02/10/2018 03:50:01 PM,41.781973362,-87.683716619,"(41.781973362, -87.683716619)",44.0,22257.0,64.0,111.0,2.0,58.0,13.0,274.0
274,10225074,HY412098,09/05/2015 09:10:00 PM,001XX W 72ND ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,731,7.0,6.0,69.0,18,1176360.0,1857240.0,2015,02/10/2018 03:50:01 PM,41.763619171,-87.629162115,"(41.763619171, -87.629162115)",31.0,21559.0,67.0,494.0,32.0,11.0,17.0,210.0
275,10225080,HY412068,09/05/2015 04:20:00 AM,015XX N MILWAUKEE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,BAR OR TAVERN,False,False,1424,14.0,1.0,24.0,14,1163046.0,1910384.0,2015,02/10/2018 03:50:01 PM,41.909740682,-87.676471266,"(41.909740682, -87.676471266)",24.0,21560.0,25.0,481.0,41.0,4.0,7.0,200.0
276,10225081,HY409448,09/03/2015 09:40:00 PM,019XX W NORTH AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1434,14.0,32.0,24.0,08B,1162934.0,1910658.0,2015,09/10/2015 11:43:14 AM,41.910494911,-87.676875003,"(41.910494911, -87.676875003)",24.0,21560.0,25.0,438.0,41.0,4.0,7.0,200.0
277,10225082,HY412145,09/05/2015 10:45:00 PM,053XX S LOWE AVE,0337,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,STREET,False,False,935,9.0,3.0,61.0,03,1172872.0,1869478.0,2015,09/17/2015 11:37:18 AM,41.797279273,-87.641585491,"(41.797279273, -87.641585491)",12.0,14924.0,59.0,84.0,9.0,37.0,23.0,117.0
278,11645959,JC211511,12/20/2018 04:00:00 PM,045XX N ALBANY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,1724,17.0,33.0,14.0,08A,,,2018,04/06/2019 04:04:43 PM,,,,,,,,,,,
279,10225084,HY411061,09/05/2015 02:21:00 AM,013XX N MILWAUKEE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESTAURANT,False,False,1424,14.0,1.0,24.0,05,1164352.0,1909285.0,2015,02/10/2018 03:50:01 PM,41.906697405,-87.671704723,"(41.906697405, -87.671704723)",24.0,21560.0,25.0,482.0,41.0,4.0,7.0,191.0
280,10225085,HY412109,09/05/2015 10:30:00 AM,028XX S EMERALD AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,914,9.0,11.0,60.0,05,1171757.0,1886148.0,2015,02/10/2018 03:50:01 PM,41.843047909,-87.645184739,"(41.843047909, -87.645184739)",26.0,21194.0,58.0,688.0,48.0,40.0,23.0,157.0
281,10225087,HY412143,09/05/2015 10:55:00 PM,049XX W ST PAUL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,False,False,2533,25.0,37.0,25.0,07,1143015.0,1911179.0,2015,02/10/2018 03:50:01 PM,41.912319611,-87.750037527,"(41.912319611, -87.750037527)",4.0,22615.0,26.0,523.0,45.0,2.0,6.0,195.0
282,10225088,HY412148,09/05/2015 10:33:00 PM,035XX N CLARK ST,0460,BATTERY,SIMPLE,TAVERN/LIQUOR STORE,False,False,1924,19.0,44.0,6.0,08B,1168601.0,1923699.0,2015,02/10/2018 03:50:01 PM,41.946159169,-87.655678044,"(41.946159169, -87.655678044)",38.0,4449.0,57.0,211.0,25.0,22.0,5.0,28.0
283,10225089,HY412163,09/05/2015 09:30:00 PM,059XX S HALSTED ST,0810,THEFT,OVER $500,SIDEWALK,False,False,712,7.0,16.0,68.0,06,1171984.0,1865568.0,2015,02/10/2018 03:50:01 PM,41.786569368,-87.644956704,"(41.786569368, -87.644956704)",19.0,21559.0,66.0,22.0,2.0,11.0,17.0,135.0
284,10225093,HY412038,09/05/2015 09:00:00 PM,031XX W CHICAGO AVE,0560,ASSAULT,SIMPLE,STREET,False,False,1221,12.0,27.0,23.0,08A,1155093.0,1905157.0,2015,02/10/2018 03:50:01 PM,41.895560734,-87.705827783,"(41.895560734, -87.705827783)",41.0,21560.0,24.0,150.0,46.0,4.0,15.0,64.0
285,10225094,HY412045,09/05/2015 09:10:00 PM,027XX E 76TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,False,421,4.0,7.0,43.0,08B,1195864.0,1855171.0,2015,02/10/2018 03:50:01 PM,41.757481308,-87.557745407,"(41.757481308, -87.557745407)",43.0,22538.0,39.0,421.0,37.0,24.0,19.0,225.0
286,10225095,HY412008,09/05/2015 04:06:00 PM,022XX W DIVISION ST,0820,THEFT,$500 AND UNDER,HOSPITAL BUILDING/GROUNDS,False,False,1212,12.0,32.0,24.0,06,1161104.0,1907941.0,2015,02/10/2018 03:50:01 PM,41.903077492,-87.683673325,"(41.903077492, -87.683673325)",16.0,21560.0,25.0,541.0,11.0,4.0,15.0,63.0
287,10225096,HY412036,09/05/2015 08:45:00 PM,026XX W 47TH ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,True,False,922,9.0,12.0,58.0,16,1159360.0,1873402.0,2015,02/10/2018 03:50:01 PM,41.808334931,-87.691028429,"(41.808334931, -87.691028429)",29.0,22248.0,55.0,85.0,3.0,56.0,23.0,115.0
288,10225098,HY412166,09/05/2015 10:15:00 PM,045XX N MARINE DR,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,PARK PROPERTY,False,False,1914,19.0,46.0,3.0,04A,1170527.0,1930447.0,2015,02/10/2018 03:50:01 PM,41.964633904,-87.648400513,"(41.964633904, -87.648400513)",37.0,22616.0,31.0,636.0,39.0,15.0,5.0,4.0
289,10225099,HY412107,09/05/2015 09:55:00 PM,025XX S CENTRAL PARK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1024,10.0,22.0,30.0,08B,1152774.0,1886993.0,2015,02/10/2018 03:50:01 PM,41.845762946,-87.714825668,"(41.845762946, -87.714825668)",14.0,21569.0,32.0,755.0,28.0,57.0,21.0,130.0
290,10225100,HY412115,09/05/2015 10:00:00 PM,027XX E 75TH PL,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,False,False,421,4.0,7.0,43.0,04A,1195648.0,1855471.0,2015,02/10/2018 03:50:01 PM,41.758309871,-87.558527098,"(41.758309871, -87.558527098)",43.0,22538.0,39.0,421.0,37.0,24.0,19.0,225.0
291,10225101,HY412053,09/05/2015 08:38:00 PM,055XX S GREEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,False,712,7.0,20.0,68.0,08B,1171583.0,1868046.0,2015,02/10/2018 03:50:01 PM,41.793378076,-87.646354376,"(41.793378076, -87.646354376)",53.0,21559.0,66.0,113.0,4.0,11.0,17.0,261.0
292,10225102,HY409509,09/03/2015 09:31:00 PM,015XX W 47TH ST,5011,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,False,False,933,9.0,20.0,61.0,26,1166703.0,1873560.0,2015,02/10/2018 03:50:01 PM,41.808614751,-87.664091468,"(41.808614751, -87.664091468)",53.0,14924.0,59.0,677.0,4.0,37.0,23.0,118.0
293,10225103,HY410828,09/04/2015 07:45:00 PM,002XX N KEDZIE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1222,12.0,27.0,27.0,06,1155003.0,1901546.0,2015,02/10/2018 03:50:01 PM,41.885653609,-87.706255257,"(41.885653609, -87.706255257)",41.0,21184.0,28.0,50.0,46.0,28.0,15.0,77.0
294,10225104,HY412080,09/05/2015 09:30:00 PM,006XX N AVERS AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,1122,11.0,27.0,23.0,08B,1150608.0,1904047.0,2015,02/10/2018 03:50:01 PM,41.892603612,-87.722329283,"(41.892603612, -87.722329283)",41.0,21572.0,24.0,584.0,46.0,30.0,16.0,82.0
295,10225105,HY412156,09/05/2015 10:45:00 PM,027XX N LEAVITT ST,031A,ROBBERY,ARMED: HANDGUN,CHA HALLWAY/STAIRWELL/ELEVATOR,True,False,1931,19.0,1.0,7.0,03,1161916.0,1918143.0,2015,05/15/2019 04:13:51 PM,41.931055577,-87.680405389,"(41.931055577, -87.680405389)",24.0,22535.0,68.0,743.0,41.0,1.0,5.0,172.0
296,10225106,HY411986,09/05/2015 07:59:00 PM,024XX W 47TH ST,5011,OTHER OFFENSE,LICENSE VIOLATION,CONVENIENCE STORE,False,False,922,9.0,12.0,58.0,26,1160821.0,1873444.0,2015,02/10/2018 03:50:01 PM,41.808420097,-87.685668637,"(41.808420097, -87.685668637)",29.0,22248.0,55.0,687.0,3.0,56.0,23.0,115.0
297,10225107,HY412022,09/05/2015 08:25:00 PM,036XX W MADISON ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,1122,11.0,28.0,27.0,03,1152306.0,1899776.0,2015,02/10/2018 03:50:01 PM,41.880850198,-87.716205977,"(41.880850198, -87.716205977)",11.0,21572.0,28.0,704.0,23.0,30.0,16.0,82.0
298,10225109,HY412159,09/05/2015 10:35:00 PM,007XX N LAMON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1531,15.0,37.0,25.0,18,1143549.0,1904655.0,2015,02/10/2018 03:50:01 PM,41.894407047,-87.748239203,"(41.894407047, -87.748239203)",4.0,22216.0,26.0,694.0,45.0,32.0,25.0,69.0
299,10225110,HY412154,09/05/2015 10:45:00 PM,029XX N SPRINGFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,2523,25.0,30.0,21.0,08B,1149880.0,1919257.0,2015,09/17/2015 11:37:18 AM,41.934355487,-87.724606491,"(41.934355487, -87.724606491)",27.0,21538.0,22.0,71.0,21.0,39.0,6.0,175.0
300,10225111,HY412110,09/05/2015 09:00:00 PM,067XX W DIVERSEY AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,2511,25.0,36.0,18.0,08B,1130786.0,1917868.0,2015,02/10/2018 03:50:01 PM,41.930894487,-87.794810033,"(41.930894487, -87.794810033)",39.0,4454.0,18.0,397.0,44.0,3.0,6.0,183.0
301,10225112,HY412160,09/05/2015 09:58:00 PM,045XX N MALDEN ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),True,False,1913,19.0,46.0,3.0,26,1166729.0,1930297.0,2015,02/10/2018 03:50:01 PM,41.96430476,-87.662368986,"(41.96430476, -87.662368986)",37.0,22616.0,31.0,611.0,39.0,15.0,5.0,6.0
302,10225113,HY412044,09/05/2015 09:00:00 PM,025XX W POTOMAC AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,False,False,1423,14.0,26.0,24.0,04B,1159085.0,1908556.0,2015,02/10/2018 03:50:01 PM,41.90480682,-87.691072605,"(41.90480682, -87.691072605)",10.0,21560.0,25.0,302.0,49.0,4.0,7.0,62.0
303,10225115,HY412201,09/05/2015 11:40:00 PM,011XX W FULTON MARKET,0460,BATTERY,SIMPLE,WAREHOUSE,False,False,1214,12.0,27.0,28.0,08B,1168927.0,1902027.0,2015,02/10/2018 03:50:01 PM,41.886682918,-87.655109738,"(41.886682918, -87.655109738)",41.0,14917.0,29.0,63.0,46.0,44.0,15.0,76.0
304,10225116,HY412132,09/05/2015 10:40:00 PM,008XX N LEAMINGTON AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,True,False,1531,15.0,37.0,25.0,24,1141870.0,1905074.0,2015,02/10/2018 03:50:01 PM,41.895588086,-87.754395364,"(41.895588086, -87.754395364)",4.0,4299.0,26.0,585.0,45.0,5.0,25.0,69.0
305,10225117,HY412200,09/05/2015 11:40:00 PM,053XX W ADAMS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,True,False,1522,15.0,29.0,25.0,14,1140867.0,1898815.0,2015,02/10/2018 03:50:01 PM,41.878431127,-87.758233264,"(41.878431127, -87.758233264)",52.0,22216.0,26.0,68.0,7.0,32.0,25.0,97.0
306,10225119,HY412161,09/05/2015 11:14:00 PM,069XX S PAULINA ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,735,7.0,17.0,67.0,08B,1166209.0,1858693.0,2015,02/10/2018 03:50:01 PM,41.767828409,-87.666326388,"(41.767828409, -87.666326388)",17.0,22257.0,65.0,283.0,31.0,23.0,17.0,7.0
307,10225120,HY412100,09/05/2015 10:09:00 PM,041XX N KIMBALL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,1724,17.0,33.0,16.0,14,1152983.0,1927306.0,2015,02/10/2018 03:50:01 PM,41.95638151,-87.712988838,"(41.95638151, -87.712988838)",2.0,21538.0,16.0,23.0,20.0,39.0,1.0,13.0
308,10225121,HY412189,09/05/2015 11:55:00 PM,003XX W 59TH PL,1661,GAMBLING,GAME/DICE,SIDEWALK,True,False,711,7.0,20.0,68.0,19,1175158.0,1865501.0,2015,02/10/2018 03:50:01 PM,41.78631519,-87.63332122,"(41.78631519, -87.63332122)",53.0,21559.0,66.0,166.0,4.0,11.0,17.0,135.0
